Title*,url,Supplier,Category,Measurement Unit 1 Code,Measurement Unit 2 Code,Internal Notes, Cost Formula ,Description,[C1],[C2],Size 1 Label,Size 2 Label,Common Names
"Power Distribution Module, Rowe Electronics, PDM60",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b55cf450-7c29-4438-ab37-c586d1db10f6&Action=View,Rowe Electronics,Electronics,[Not Used],[Not Used], AIR from ST,100,,,,,,
"Proportioning Valve, Hydraulic",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7e94bc64-8642-48dd-9be3-257e5959a096&Action=View,Any,Brake System,[Not Used],[Not Used],,35,,,,,,
"Proportioning Valve, Tilton, 90-1000",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2d95ea0a-c3c1-4aa2-8550-1a76d7618b11&Action=View,Tilton,Brake System,[Not Used],[Not Used],,49.5,,,,,,
"Proportioning Valve, Tilton, 90-1003",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=784e693e-6af1-499b-bf1b-ddbe268d64e5&Action=View,Tilton,Brake System,[Not Used],[Not Used],,49.5,,,,,,
"Proportioning Valve, Tilton, 90-2000",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9ee24328-856e-422c-b0ba-d7e764371388&Action=View,Tilton,Brake System,[Not Used],[Not Used],,49.5,,,,,,
"Proportioning Valve, Tilton, 90-2003",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=08eece3f-78fc-4e8e-9c78-630f232b5d31&Action=View,Tilton,Brake System,[Not Used],[Not Used],,49.5,,,,,,
"Proportioning Valve, Wilwood, 260-10922",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=47168cd3-7e3d-4814-964e-3e34c1aaef1e&Action=View,Wilwood,Brake System,[Not Used],[Not Used], AIR from ST RQA http://www.fsaeonline.com/cdsweb/rqa/viewinquiry.aspx?inquirynum=5260&backto=&backto=&backto=,22.65,,,,,,
"Proportioning Valve, Wilwood, 260-11179",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ef429e90-3c7b-4835-9c38-01622ea37383&Action=View,Wilwood,Brake System,[Not Used],[Not Used], AIR from ST,49.50,,,,,,
"Proportioning Valve, Wilwood, 260-12627",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=cd21a48c-bec2-4840-b95f-bb51066a4c36&Action=View,Wilwood,Brake System,[Not Used],[Not Used], 28MAR2019,22.65,,,,,,
Pulley (All Cost as Made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2000c0ab-b5d0-4f97-a352-56582df0c1d4&Action=View,Cost as made,Drivetrain,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
"Pump, Transmission Oil, Hope Technik, 006",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0490e48c-21f3-4872-8145-d4bac274b50e&Action=View,Hope Technik,Engine,[Not Used],[Not Used],,105,,,,,,
"Receiver, Motec, M ADL BRX-2",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9b1b188e-30cf-410a-92e4-c0595596bf7c&Action=View,Motec,Electronics,[Not Used],[Not Used], 10APR2022 https://www.milspecwiring.com/MoTeC-BR2-Receiver_p_751.html,,,,,,,
"Relay, Control",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a5329416-7300-4a6e-8e38-783d334cd79f&Action=View,Any,Electronics,[Not Used],[Not Used],,2,,,,,,
"Relay, Power",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3d7f46b7-79f7-4450-8b24-3258a5bef9dc&Action=View,Any,Electronics,[Not Used],[Not Used],,4,,,,,,
"Relay, Signal",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9b34a096-54a3-4763-8472-7a3af76c233b&Action=View,Any,Electronics,[Not Used],[Not Used],,2,,,,,,
"Remote Brake Bias Adjuster, AP Racing, CP2905-8",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3acad23f-370e-4d3f-a5a7-65b8ecb3fce3&Action=View,AP,Brake System,[Not Used],[Not Used],,45.5,,,,,,
"Remote Brake Bias Adjuster, Tilton 72-408 ",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=551886c6-b4ca-4107-9f43-c32ba67dc44c&Action=View,Tilton,Brake System,[Not Used],[Not Used],,97.5,,,,,,
"Remote Brake Bias Adjuster, Tilton 72-501",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=263ab3d3-1ae0-4cbf-a051-832785d929b9&Action=View,Tilton,Brake System,[Not Used],[Not Used],,33.25,,,,,,
"Remote Brake Bias Adjuster, Wilwood, 340-4990",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=884169ee-623c-4f0b-bbcd-a276e841ffc1&Action=View,Wilwood,Brake System,[Not Used],[Not Used],,26,,,,,,
"Rod End, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a7b38363-2c0e-4084-8d39-6d5bffe66450&Action=View,Any,Bearings,mm,[Not Used],,"[C1]*Math.pow([Size1],2)+[C2]", Includes male/female and left/right threads.,0.05,3.8,bore size (diameter of hole in spherical bearing,,
"Rod End, Industrial",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a5d6ece8-be89-4c87-8abe-4a9f10336ec5&Action=View,Any,Bearings,mm,[Not Used],,"[C1]*Math.pow([Size1],2)+[C2]", Not for Suspension. Includes male/female and left/right threads.,0.02,1.216,bore size (diameter of hole in spherical bearing,,
"Rod End, Suspension",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a5df6df3-4396-4ad4-a2ca-1495b3e5dca5&Action=View,Any,Bearings,mm,[Not Used],,"[C1]*Math.pow([Size1],2)+[C2]", Includes male/female and left/right threads.,0.05,5.0,bore size (diameter of hole in spherical bearing,,
Roll Hoop Padding,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=166ee6a2-74e8-43d4-abe3-c67c7b01e12a&Action=View,Any,Misc.,cm,[Not Used],,0.05*[Size1],,,,,,
"Rotating Union, GAT, Rotodisk",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2616eea2-0033-4144-bf99-97a60f13083c&Action=View,GAT,Plumbing,[Not Used],[Not Used],,473,,,,,,
Rubber (by Dimensions),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=933de675-129c-4b98-b1d8-2005ce77fbc5&Action=View,Any,Raw Material,kg,[Not Used],,3.3*[Area]*[Length]*[Density], Density= 1100kg/m^3,,,,,
Rubber (per kg),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4b04e83a-8646-4b70-84cc-e9f13fc60a8c&Action=View,Any,Raw Material (per kg),kg,[Not Used],,[Size1]*3.3,,,,,,
"Seal, O-Ring, Elastomer",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=59f5edde-bd4c-43d4-90c9-4c7fc93bf445&Action=View,Any,Seals,[Not Used],[Not Used],,0.05," Any size, any material",,,,,
"Seal, Radial Lip Seal",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=032a2ef7-5679-4e8d-8c95-e11d2283a2ec&Action=View,Any,Seals,[Not Used],[Not Used],,1," Any Size, any style",,,,,
Seat (All Cost as Made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=19d8856c-5c0a-44f1-a115-d4232b1efcfd&Action=View,Cost as made,Misc.,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
Sensor to CAN Converter,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b15d5337-b2d5-4fb6-b15e-04987e314254&Action=View,Any,Electronics,[Not Used],[Not Used],,25, Converts analog or digital sensor input to CAN output,,,,,
"Sensor, Accelerometer, 1 Axis",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=baaff1a8-cb2e-4f83-80a8-3192f464b387&Action=View,Any,Sensors,[Not Used],[Not Used],,4,,,,,,
"Sensor, Accelerometer, 3 Axis",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=796c85b0-3edb-4ba3-9569-2afafd7b57f1&Action=View,Any,Sensors,[Not Used],[Not Used],,8,,,,,,
"Sensor, Air Temperature",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=de9e7e90-ea66-414f-89c2-115e30d2f869&Action=View,Any,Sensors,[Not Used],[Not Used],,4, OEM quality sensor,,,,,
"Sensor, Angular Position",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f4d5e194-90b6-452b-9d50-02ed7973270a&Action=View,Any,Sensors,[Not Used],[Not Used],,4, e.g. Throttle Position Sensor (TPS),,,,,
"Sensor, Fluid Pressure",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=94af9b65-e4d7-46ee-8919-c507ddccd6c8&Action=View,Any,Sensors,[Not Used],[Not Used],,4,,,,,,
"Sensor, Fluid Pressure & Temperature",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c36061a5-d661-42e1-8f1f-cbad1ddd41a4&Action=View,Any,Sensors,[Not Used],[Not Used],,10,,,,,,
"Sensor, GPS",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7275afa8-4c9a-4922-825e-9bcb98a50ea1&Action=View,Any,Sensors,[Not Used],[Not Used],,20,,,,,,
"Sensor, Gyroscope",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=62cf1a26-c072-451b-a18a-21084bf3da4b&Action=View,Any,Sensors,[Not Used],[Not Used], AIR from ST,15,,,,,,
"Sensor, Hall Effect",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1f677242-46c4-4910-abb5-1bd15cffa0f9&Action=View,Any,Sensors,[Not Used],[Not Used],,4, e.g. Wheel Speed Sensor,,,,,
"Sensor, Load Cell",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f4169bdb-7e78-40f0-a960-9973403428db&Action=View,Any,Sensors,[Not Used],[Not Used], AIR from ST,200," Tension or compression, S-style, load washer, shear pin, load bolt, rotary torque",,,,,
"Sensor, LVDT",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e9306e44-63d3-4f6e-a0e7-38622eebf39d&Action=View,Any,Sensors,[Not Used],[Not Used],,12,,,,,,
"Sensor, Manifold Absolute Pressure (MAP)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d4410849-79b7-4130-a322-8becece33df8&Action=View,Any,Sensors,[Not Used],[Not Used],,4, OEM quality sensor,,,,,
"Sensor, Mass Air Flow (MAF)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a2677b75-ef49-4d75-b90a-13fca0e70814&Action=View,Any,Sensors,[Not Used],[Not Used],,25, OEM quality sensor,,,,,
"Sensor, Pitot Tube",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=cb9f03fe-4b9f-4847-a8ce-dd7dc145fd98&Action=View,Any,Sensors,[Not Used],[Not Used],,3,,,,,,
"Sensor, Strain Gauge",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=92fb4f55-2770-4e8d-a208-98b3580749fb&Action=View,Any,Sensors,[Not Used],[Not Used],,2.5,,,,,,
"Sensor, Switching Air Fuel Ratio",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c790cc86-8240-431f-a297-c43ac2a4de98&Action=View,Any,Sensors,[Not Used],[Not Used],,15, Switches output (high/low) when transition from rich to lean detected,,,,,
"Sensor, Temperature",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=94b0f08c-9717-4866-bbbe-00c457f6bfcc&Action=View,Any,Sensors,[Not Used],[Not Used],,8,,,,,,
"Sensor, Thermocouple",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b9caebd4-8202-465b-809c-91c8eb073af9&Action=View,Any,Sensors,[Not Used],[Not Used],,8,,,,,,
"Sensor, Two State Position",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4fa5268b-a059-48cf-bb9e-46ef5ef4bc94&Action=View,Any,Sensors,[Not Used],[Not Used],,4,,,,,,
"Sensor, Wide Band Air Fuel Raito",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=16224387-f3b5-4781-9300-1c23b1eeb275&Action=View,Any,Sensors,[Not Used],[Not Used],,35, Output proportional to air fuel ratio,,,,,
"Servo, 12V",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a19980f8-cc6f-4b55-a54c-382f6e49a920&Action=View,Any,Electronics,[Not Used],[Not Used],,25, Radio Controlled Hobby style servo with built in gear reduction.,,,,,
"Shift Lever, Bicycle OEM",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=cb4fc0c7-5644-4c42-9f09-ca42e2fefa15&Action=View,Any,Shifter,[Not Used],[Not Used],,20, Any make/model of bicycle (push bike) handle bar lever. Includes lever only.,,,,,
"Shifter, Automatic, Flat Shifter Expert",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=42a54362-1e3e-4342-86d9-79a597e48db8&Action=View,Flat Shifter,Shifter,[Not Used],[Not Used],,446,,,,,,
"Shifter, Automatic, Flat Shifter Max",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d2cc1114-5f0a-419d-a411-338b8d3ca388&Action=View,Flat Shifter,Shifter,[Not Used],[Not Used],,370,,,,,,
"Shifter, Automatic, Kartech, Me-Shifter F1",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2ae71bc4-adde-4cee-8c95-d070085f52d4&Action=View,Kartech,Shifter,[Not Used],[Not Used],,590,,,,,,
"Shifter, Automatic, Kliktronics",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=70eec2c3-2356-44d8-aa0f-4ffae2931c53&Action=View,Kliktronics,Shifter,[Not Used],[Not Used],,360,,,,,,
"Shifter, Automatic, Pingel Easy Shift Kit",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=45026207-feb5-430a-9679-531bc1f950a2&Action=View,Pingel,Shifter,[Not Used],[Not Used],,375,,,,,,
"Shifter, Automatic, ProShift PSU Bike Kit",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=62a57dcb-c6df-4850-9361-92c5b01584db&Action=View,ProShift,Shifter,[Not Used],[Not Used],,700,,,,,,
"Shifter, Automatic, TransLogic TLS-PS1",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ed5f0d35-619d-429b-b6b7-cc0bc5866b17&Action=View,TransLogic,Shifter,[Not Used],[Not Used],,400," Includes actuator, wiring and 2 buttons.",,,,,
"Slave Cylinder, CNC, SERIES 305",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2b308e1e-52e5-4297-9695-72054316edf0&Action=View,CNC,Brake System,[Not Used],[Not Used],,35,,,,,,
"Slave Cylinder, Protodie, H106LR",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2d777fab-108c-4ebe-9b4d-871bdb7906d4&Action=View,Protodie,Brake System,[Not Used],[Not Used],,40,,,,,,
"Solenoid, 12 Volt",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=57f8f5b1-4704-4904-9907-086f39f6b089&Action=View,Any,Electronics,[Not Used],[Not Used],,7.5,,,,,,
Speaker,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b98e2281-ebd4-4088-992e-1d12c9a20ec6&Action=View,Any,Electronics,[Not Used],[Not Used],,2.5," Can be used for ""ready to drive sound"" for electric",,,,,
"Spring, Compression (General)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fa844cb7-f469-49a6-8f47-cf2e28fde157&Action=View,Any,Springs,[Not Used],[Not Used],,1, For all uses requiring forces < 100 N. Not for suspensions.,,,,,
"Spring, Small gas spring (general)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2758505d-c7db-46d3-9c0c-8f5c1ebcd80a&Action=View,any,Springs,[Not Used],[Not Used],,25, For all uses requiring forces < 150 N. Not for suspensions.,,,,, gas spring
"Spring, Tension (General)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3aaa69d8-b4bc-490c-848d-19e1402453e1&Action=View,Any,Springs,[Not Used],[Not Used],,1, For all uses requiring forces < 100 N. Not for suspensions.,,,,,
"Spring, Torsion (General)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=af025823-ef08-4be8-8312-8f0e7ab03d5b&Action=View,,Springs,[Not Used],[Not Used],,1, For all uses requiring forces < 100 N. Not for suspensions.,,,,,
Sprocket (All Cost as Made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e563df30-2b07-4c94-8505-84684e7eb6d1&Action=View,Cost as made,Drivetrain,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
"Steel, Alloy (by Dimensions)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b652e738-5b88-4282-8897-8680b257994d&Action=View,Any,Raw Material,kg,[Not Used],,2.25*[Area]*[Length]*[Density]," Density= 7850kg/m^3 e.g. 4130, Chrome Moly, etc.",,,,,
"Steel, Alloy (per kg)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8229ee27-eae1-41af-8fff-4a84dc32ce6f&Action=View,Any,Raw Material (per kg),kg,[Not Used],,[Size1]*2.25," Density= 7850kg/m^3e.g. 4130, Chrome Moly, etc.",,,,,
"Steel, Mild (by Dimensions)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9d22abae-31e4-4236-bb63-a2df100ac491&Action=View,Any,Raw Material,kg,[Not Used],,2.25*[Area]*[Length]*[Density]," Density= 7850kg/m^3 e.g. 1010, 1025 etc.",,,,,
"Steel, Mild (per kg)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b3b764aa-ea9c-4d75-967f-a880ce0eeb9c&Action=View,Any,Raw Material (per kg),kg,[Not Used],,[Size1]*2.25," Density= 7850kg/m^3 e.g. 1010, 1025 etc.",,,,,
"Steel, Stainless (by Dimensions)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=879c2075-5bc2-4397-9566-79838d0e5582&Action=View,Any,Raw Material,kg,[Not Used],,2.25*[Area]*[Length]*[Density], Density= 7850kg/m^3,,,,,
"Steel, Stainless (per kg)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0b0af33a-5b97-4ad8-8519-3ac84ea0bd71&Action=View,Any,Raw Material (per kg),kg,[Not Used],,[Size1]*2.25, Density= 7850kg/m^3,,,,,
Steering Column Universal Joint,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3c2d0171-f005-4b18-a617-e1c384628c85&Action=View,Any,Steering,[Not Used],[Not Used],,20,,,,,,
"Steering Column Universal Joint, Double",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ebe86c72-f371-41d6-af16-624926ebeaf8&Action=View,Any,Steering,[Not Used],[Not Used],,38.5,,,,,,
Steering Pinion (All Cost as Made) ,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f64b8be1-8eda-4a31-9d00-116a7dbcde06&Action=View,Cost as made,Steering,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
Steering Rack (All Cost as Made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4980ed6e-177b-45d3-8c46-60bd2c71c9cb&Action=View,Cost as made,Steering,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
Steering Rack Housing (All Cost as Made) ,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4ea07436-049f-4a0b-bd75-9d33aed2a5c0&Action=View,Cost as made,Steering,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
Steering Wheel (All Cost as Made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c1efdc28-2007-4402-9ecc-ed3f1fdc81e8&Action=View,Cost as made,Steering,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
"Steering Wheel, Quick Release (All Cost as Made)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=93316775-d2d2-4267-845d-931df672dff3&Action=View,Cost as made,Steering,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
Structural Foam,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d6132597-2c41-4a6b-9534-55e76b007edd&Action=View,Any,Composite,kg,[Not Used],,125*[Size1], No official density due to density variability. Any cell size and density. Hand trimming allowed.,,,,,
Suede,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b25c34cb-8712-48ab-a47c-08a939133b63&Action=View,Any,Sheet Material,m^2,[Not Used],,100*[Size1],,,,,,
Supercharger,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6b2a2a11-ebff-4cd1-bb15-913be8226a44&Action=View,Any,Engine,[Not Used],[Not Used],,300, Includes pulley and bypass valve (if fitted) but no plumbing.,,,,,
"Suspension Springs, Coil Spring, Steel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c06bd427-48ef-42bb-9a3b-1f9754995bf0&Action=View,Any,Springs,[Not Used],[Not Used],,25, Any Steel coil compression spring,,,,,
"Suspension Springs, Coil Spring, Titanium",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=031d315e-d43a-4f5a-bc4f-e82f7c1215df&Action=View,Any,Springs,[Not Used],[Not Used],,110, Titanium Spring,,,,,
"Switch, Kill",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f9c840a1-81d2-48f3-bfe2-327f4e2a3fbf&Action=View,Any,Electronics,[Not Used],[Not Used],,3,,,,,,
"Switch, Pushbutton",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d1196958-ed6f-42f8-bd6f-432e6c04fbc2&Action=View,Any,Electronics,[Not Used],[Not Used],,1,,,,,,
"Switch, Rotary Multi-position Selector",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6781a2e4-ef76-4faa-8775-ecceac77b1f9&Action=View,Any,Electronics,[Not Used],[Not Used],,3,,,,,,
"Switch, Toggle",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=486d8650-3369-4872-9926-f71cf4352c42&Action=View,Any,Electronics,[Not Used],[Not Used],,1,,,,,,
"Terminal Block, Wiring",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9188a5e7-3032-47b6-8e32-61d0e328e27a&Action=View,Any,Electronics,pin,[Not Used],,0.25*[Size1],,,,,,
Throttle Body (All Cost as Made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d6442ae1-61c8-4af5-9b11-cb7ee552b950&Action=View,Cost as made,Engine,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
"Throttle Linkage, Tilton, 72-790",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=bd5ee53d-87b3-4ba4-89c0-f220b303ca9c&Action=View,Tilton,Misc.,[Not Used],[Not Used],,85,,,,,,
"Tire, American Racer, M32, 8""-15.0 x7.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3cb451f1-a299-4694-90c8-9d3c42309585&Action=View,American Racer,Tire,[Not Used],[Not Used],,68,,,,,,
"Tire, American Racer, SD44, 8""-15.0 x6.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=df29aa6c-5b10-4cdc-a215-004c233e0ab4&Action=View,American Racer,Tire,[Not Used],[Not Used],,68,,,,,,
"Tire, American Racer, SD44, 8""-15.0 x8.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8491cbab-4372-46e5-bebc-59d5e986292f&Action=View,American Racer,Tire,[Not Used],[Not Used],,68,,,,,,
"Tire, American Racer,M32, 8""-15.0 x7.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e9175037-3995-4ade-a532-748fed656d1b&Action=View,American Racer,Tire,[Not Used],[Not Used],,68,,,,,,
"Tire, American Racer,SD44, 8""-15.0 x6.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0321c55a-e886-45d5-9456-43a38f27ec76&Action=View,American Racer,Tire,[Not Used],[Not Used],,68,,,,,,
